,label,clean_text
8872,fear,gibberman scotthoward remember try futuristic jersey
8873,fear,show afraid task take project brave make impression worktivetruth
8874,fear,action foundational success pablo picasso inspire quote action hustle dosomething success
8875,fear,dailyjoshleen like start cake like say make sense
8876,fear,robdotthom sulphurhoops fact need start make holiday maybe even month pick theme year
8877,fear,goal scorer vidar kjartansson come favor micha another terrific performance vidarkjartans yallamaccabi
8878,fear,round pcola
8879,fear,everywhere breathe taste like home curry
8880,fear,jorge deserve honestly weak dayfiance
8881,fear,sure handle woman crap together independent
8882,fear,gschwartz joke
8883,fear,
8884,fear,lady gentleman nafter tremendous success panamaleaks nnow present bahamasleaks
8885,fear,afraid give good great john rockefeller quote inspiration afraid great motivation
8886,fear,pretty excite american horror story tonight
8887,fear,mackenzian qualm deeply theological issue engage theologically
8888,fear,aberdeen johnstone punt furthest
8889,fear,jorge deserve honestly weak revolt dayfiance
8890,fear,know kid never worry leave
8891,fear,really wanna fright night thorpe park next month
8892,fear,fear block bless faith unlock manup faith
8893,fear,anyone else find microsoft anniversary window update complete
8894,fear,good dream alarm go
8895,fear,hun like coffee revel
8896,fear,lakerstakeover serious houvsne igotbetterthingstodotonightthandie
8897,fear,would advise everyone wait watch kevincanwaitcbs actually wait even watch awful
8898,fear,lindseylouwho nice texan could hold onto ball give fuller hopkins chance
8899,fear,bout read article move conversation forward homosexuality christianity someone foursquare church
8900,fear,burn darth theaterofscifi thank
8901,fear,behavior others destroy inner peace dalai lama owntv heal depression intuition meditation book
8902,fear,hotpatooties like quickie divorce
8903,fear,kellerman also help majority coach inept bill brien play call gopats
8904,fear,think good already worry
8905,fear,name darthvader feel like need puff inhaler rapper sick bar breathless bar
8906,fear,know last tweet
8907,fear,good work shake lehrer hand thank keratx still kick mcuban
8908,fear,curtisjobling indeed know mass student would excite need sort haunt
8909,fear,redblacks chris williams yard join yard club bowman walker roosevelt already
8910,fear,coyblake chloecramphorn hahahaa know
8911,fear,ellie myspanishboots answer question love talk equestrian fashion equestrianhour
8912,fear,enjoy seamlessly set alarm use okgoogle nougat tell okgoogle personalassistant
8913,fear,afraid give good great john rockefeller quote inspiration great motivation
8914,fear,joefahezy could tell lmfao nigga waste start fuck around
8915,fear,learn year mind make diminish fear rosa park quote motivation
8916,fear,want play kick baby little southpark mellogang plur djlife producer
8917,fear,like commercial kohara chocolate milk bender steal soccer ball guy refuse give back
8918,fear,bigdaddyx sorry dog cat snake
8919,fear,truly want life require let thing allow thing flourish stop
8920,fear,always start finish
8921,fear,mind always seem work best night
8922,fear,excite firstdayoffall rest season halloween scare event cover thrillzco next week
8923,fear,worry character already take look couple form love haunt
8924,fear,dfabflake angelic comrade
8925,fear,demphillyeagles stonedphillyfan craigfromcincy ever compare scrub shake whole throw
8926,fear,nativeapprops sbshear huffingtonpost shew
8927,fear,profit month hesitate contact result info fxventury
8928,fear,turn kick texan texan noheart
8929,fear,pixietangerine hatersbackoff exit shake much pround colleen fandom everyone amaze
8930,fear,frecklybellamy walk dead robot american horror story merlin
8931,fear,eclecticbrotha thank shake bake help
8932,fear,shake fry
8933,fear,aidankerrpol think fashion police involve
8934,fear,getsmartwitharq smart start invest whiteicenetwork smart source start skilled manpower recruitment firm
8935,fear,action foundational success pablo picasso inspire quote action hustle start dosomething success
8936,fear,start smile buviobby
8937,fear,ready sweet princess arrive week saturday excite
8938,fear,turoturok glad hear everything resolve need anything else please hesitate reach
8939,fear,nhlexpertpicks usahockey embarrass watch last time guy game joke
8940,fear,texting ready consider flirt
8941,fear,curtisjobling indeed know mass student would excite need sort
8942,fear,set alarm
8943,fear,tannerfox wait
8944,fear,terrific university unique university athabasca university become part head part heart peter mackinnon
8945,fear,fraserkeegan steak supper tremendous
8946,fear,mattmilne thank let know please hesitate contact future assistance need thank
8947,fear,study find wonder something greater self lead creative boost expansive think outsideonline write thoreau
8948,fear,serious shake go tonight
8949,fear,funny cause cooper go far people bully
8950,fear,casillasbreanna thank girl
8951,fear,start good without goodday
8952,fear,thoroughly enjoy tonight americanhorrorstory
8953,fear,start post photo
8954,fear,come shell
8955,fear,believeinblue thank without help support amaze encouragement
8956,fear,view human dynamic expression cosmos exist within humanism
8957,fear,record nightmare christmas love
8958,fear,sopp sorry upset madam query hesitate contact department meantime fancy beer
8959,fear,marissa frost nevamore love twooo come adventure someday
8960,fear,mquirk joshuahoodbooks book meet starbucks nola josh say terrific
8961,fear,dfabflake angelic comrade flutter
8962,fear,let start
8963,fear,make great taste shake word describe shake herbalifenutrition tastesogood nowords
8964,fear,simple shot espresso grande decaf degree americano extra foam barista
8965,fear,polish nail find polish remover look like polish nail
8966,fear,rocklandcounty ravis suffern great food chef terrific atmosphere twitter server free appetizer
8967,fear,make great taste shake word describe herbalifenutrition tastesogood nowords
8968,fear,jean fake pocket
8969,fear,georgia tech secondary soft marshmallow
8970,fear,bothsocial thank follow hope terrific
8971,fear,start good without start goodday
8972,fear,veroicone typical shake banana almond milk tbsp chia protein sometimes fruit
8973,fear,root since begin
8974,fear,tayerlelyle thank much lyle best
8975,fear,worry best something love head right direction
8976,fear,go
8977,fear,pull tonight make shake
8978,fear,melanie pierce hunterhayes sweetheart adorable
8979,fear,fraserkeegan steak supper
8980,fear,annalisewrobel thank much love
8981,fear,kiss
8982,joy,back see garydelaney burslem amaze face still hurt laugh much hilarious
8983,joy,dear even absolute hilarity think laugh much long time
8984,joy,wait week game cheer friday
8985,joy,gardiner love thank much gloria sweet thoughtful make joyful love
8986,joy,feel bless work family nanny nothing love appreciation make smile
8987,joy,today reach subscriber goodday thankful
8988,joy,singaholic good morning love happy first fall make awesome autumnmemories annabailey laughter smile
8989,joy,bridgetjonesbaby best thing see age funny miss bridget love teammark
8990,joy,back see garydelaney burslem amaze face still hurt laugh much
8991,joy,indymn think holiday could cheerful thenicebot
8992,joy,still happy blast
8993,joy,mean happy happy
8994,joy,yeah paul glorious
8995,joy,morning start amaze hopefully whole go want greatday
8996,joy,cailamarsai whole time watch black ishabc lose glass hilarious mrbabyboogaloo
8997,joy,iamtinadatta love much smile
8998,joy,wyowiseguy livingvertical however offer today well believe exponentially freak joyous feel
8999,joy,day gopackgo day gogipego excite smile
9000,joy,themandymoore beyond wonderful sing prowess phenomenal damn elate watch thisisus
9001,joy,luckiicharm luckii change many way scary joyful feel make strong
9002,joy,joshnoneyabiz love parody account well do vote trump hilarious
9003,joy,wake dream laugh something stupid make laugh hilarious
9004,joy,future plan feel much happier goal life happy igotthis
